id,projectName,description,date,fundsLost,fundsReturned,chaindIds,category,issueType,token
2727,Vulcan Forged,"<p><strong>Quick Summary</strong></p><p>Vulcan Forged project was exploited, and the private keys of 96 wallets were stolen with the assets of total worth 140,000,000 $USD</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>Vulcan Forged creates wallets on behalf of its users and stores private keys on their own side. As a result, the leak of access to the private keys has affected 96 wallets and based on the token price during the hack, victims suffered a $140m total loss. Assets including ETH and MATIC have also been taken out.<br><br>96 transactions, where the hacker steals PYR token:<br>https://explorer.bitquery.io/matic/txs/transfers?receiver=0x48ad05a3b73c9e7fac5918857687d6a11d2c73b1&amp;currency=0x348e62131fce2f4e0d5ead3fe1719bc039b380a9<br><br>Transactions, where PYR token was exchanged for MATIC, which later was distributed between external wallets:<br>https://explorer.bitquery.io/matic/txs/transfers?receiver=0x48ad05a3b73c9e7fac5918857687d6a11d2c73b1&amp;currency=MATIC<br><br>Selling on Ethereum:<br>https://bloxy.info/txs/calls_from/0x48ad05a3b73c9e7fac5918857687d6a11d2c73b1?signature_id=1493863&amp;smart_contract_address_bin=0x1111111254fb6c44bac0bed2854e76f90643097d<br><br>https://bloxy.info/txs/calls_from/0x48ad05a3b73c9e7fac5918857687d6a11d2c73b1?signature_id=1493862&amp;smart_contract_address_bin=0x1111111254fb6c44bac0bed2854e76f90643097d<br><br>Part of the stolen funds was distributed between different external wallets as well as the other one was sold on Uniswap and QuickSwap.</p><p><br></p><p><strong>Block Data Reference</strong></p><p><span style='color: rgb(65, 65, 65); font-family: ""Open Sans"", sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Attacker address on Polygon:</span><br>https://polygonscan.com/address/0x48ad05a3b73c9e7fac5918857687d6a11d2c73b1</p><p>Attacker address on Ethereum:<br>https://etherscan.io/address/0x48ad05a3b73c9e7fac5918857687d6a11d2c73b1</p><p><br></p><p>2,000,000 PYR tokens are still held on this wallet:<br>https://etherscan.io/address/0xe3cd90be37a79d9da86b5e14e2f6042cd0e53b66#tokentxns</p>",2021-12-12,140000000,0,"[1, 3]",Gaming / Metaverse,Access Control,{'name': 'PYR'}
2805,Qubit Finance,"<p><strong>Quick Summary</strong></p><p>Qubit Finance lending protocol was hacked due to smart contract vulnerability. The hacker minted $xETH tokens to steal 80,000,000 worth of $BNB</p><p><br></p><p><strong>Details of the Exploit</strong>&nbsp;</p><p>Qubit Finance is DeFi protocol for lending and borrowing on both Ethereum and Binance SmartChain. The protocol confirmed a hack on Twitter, 206,809 $BNB was stolen which was worth 80,000,000 $USD up to that time. The attack flow is below:<br>The attacker:<br>- funded his wallet with 0.8887725 ETH from Tornado Cash</p><p>- sent 16 deposit transactions to QBridge of Ethereum</p><p>- sent 16 <u>voteProposal</u> transactions to QBridge contract of BSC by Qubit Relayer</p><p>&nbsp;- a number of $xETH tokens were minted by 16 <u>voteProposal</u> transactions, and liquidity in Qubit was withdrawn using this as collateral.<br><br>The attacker called the QBridge deposit function on the Ethereum network, which calls the deposit function QBridgeHandler. QBridgeHandler should receive the $WETH token, which is the original <u>tokenAddress</u>, and if the person who performed the tx does not have a $WETH token, the transfer should not occur.<br><br><u>tokenAddress.safeTransferFrom</u>(depositer, address(this), amount);<br><br>In the deposit function above, <u>tokenAddress</u> is 0, so <u>safeTransferFrom</u> didn’t fail and the deposit function ended normally regardless of the amount value. Additionally, <u>tokenAddress</u> was the $WETH address before <u>depositETH</u> was added, but as <u>depositETH</u> is added, it is replaced with the zero address that is the <u>tokenAddress</u> of ETH.<br><br>In summary, the deposit function was a function that should not be used after <u>depositETH</u> was newly developed, but it remained in the contract, which allows the attacker to use this to steal the funds.</p><p><br></p><p><strong>Block Data Reference</strong></p><p>Attacker address:</p><p>https://etherscan.io/address/0xD01Ae1A708614948B2B5e0B7AB5be6AFA01325c7</p>",2022-01-27,80000000,0,[2],Borrowing and Lending,Other,{'name': None}
2814,Wormhole,"<p><strong>Quick Summary</strong></p><p>The Wormhole bridge was compromised by an attacker that bypassed the verification process and made away with 120,000 $WETH.</p><p><strong><br>Details of the Exploit</strong></p><p style=""margin:0cm;background:white;""><br></p><p>1. The attacker minted 120,000 wETH on Solana:<br>https://solscan.io/tx/2zCz2GgSoSS68eNJENWrYB48dMM1zmH8SZkgYneVDv2G4gRsVfwu5rNXtK5BKFxn7fSqX9BvrBc1rdPAeBEcD6Es<br><br>2. The attacker redeemed 93,750 wETH for ETH worth $254 million onto the Ethereum:<br>https://etherscan.io/tx/0x24c7d855a0a931561e412d809e2596c3fd861cc7385566fd1cb528f9e93e5f14<br>3. The hacker used some funds to buy SportX ($SX), Meta Capital ($MCAP), Finally Usable Crypto Karma ($FUCK), and Bored Ape Yacht Club Token ($APE), the example transactions:<br>https://etherscan.io/tx/0x8ab3c4adab6d1a21ec1fcd7dc96523e7dada92d1373ee6919aa6b10b51ebe8d1<br>https://etherscan.io/tx/0x697869218add15e019f7a1904b7c3b435f9048ec3bcb9c84cf23e64916a41add<br>https://etherscan.io/tx/0x6f17f122dca10e9c894af3766d93e97c08f8925eb3a20b894b810edb3d029ed0<br>https://etherscan.io/tx/0x57a48345888cbfb2d442f272c6fd9d38f57f6f5608c00c4978860eea7dc927c<br><br>4. The remaining wETH was swapped for SOL and USDC on Solana. The hacker’s Solana wallet currently holds 432,662 SOL ($44 million):<br>https://solscan.io/account/CxegPrfn2ge5dNiQberUrQJkHCcimeR4VXkeawcFBBka#splTransfers<br><br>Probably the issue was in the signature verification process. So it lead to an unverified call by the attacker.</p><p>Investors were made whole by Jump Trading the mother company behind the wormhole bridge that replenished the stolen ETH.</p><p><br></p><p style=""margin:0cm;background:white;""><strong>Block Data Reference</strong></p><p>The attacker's addresses:<br>https://etherscan.io/address/0x629e7da20197a5429d30da36e77d06cdf796b71a<br>https://solscan.io/account/CxegPrfn2ge5dNiQberUrQJkHCcimeR4VXkeawcFBBka</p>",2022-02-02,326000000,326000000,[24],Bridge,Other,{'name': None}
2879,Ronin,"<p><strong>Quick Summary</strong></p><p>The Ronin bridge has been exploited for 173,600 Ethereum and 25.5M USDC.</p><p><br></p><p><strong>Details of the Exploit &nbsp;</strong></p><p>The Ronin Network, an Ethereum-based sidechain hosts the prominent play-to-earn game Axie Infinity.</p><p>The project team discovered that on March 23rd that Sky Mavis’s Ronin validator nodes and Axie DAO validator nodes were compromised resulting in 173,600 Ethereum and 25.5M USDC drained from the Ronin bridge in two transactions:<br>https://etherscan.io/tx/0xc28fad5e8d5e0ce6a2eaf67b6687be5d58113e16be590824d6cfa1a94467d0b7<br>https://etherscan.io/tx/0xed2c72ef1a552ddaec6dd1f5cddf0b59a8f37f82bdda5257d9c7c37db7bb9b08<br><br>The attacker used hacked private keys in order to forge fake withdrawals. The validator key scheme is set up to be decentralized so that it limits an attack vector, but the attacker found a backdoor through a gas-free RPC node, which they abused to get the signature for the Axie DAO validator. Binance managed to identify and recover $5,8 million in funds spread across 86 accounts that had been moved to their exchange. In the aftermath of the Ronin bridge hack a Binance led funding round raised $150 million in order to partially repay users and ensure that operations will be sustained</p><p><br></p><p><strong>Block Data Reference</strong></p><p>The hacker's address on Ethereum:<br>https://etherscan.io/address/0x098b716b8aaf21512996dc57eb0615e2383e2f96</p>",2022-03-29,625000000,155800000,[],Bridge,Access Control,{'name': 'RON'}
2991,Beanstalk,"<p><strong>Quick Summary</strong>&nbsp;</p><p>A flash loan attack was occurred on Beanstalk Governance resulting in a theft of $77M.</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>The attacker was initially funded through Synapse bridge at:<br>https://etherscan.io/tx/0x1fb73ec5ed8c25b9ca7c9c3c465ab4bbca8554927094f939d96600271475e101<br><br>Since the $BEAN contract’s governance actions have 1 day of delay, the attacker prepared the governance proposal in advance. Proposal #18 takes the whole contract’s value, while Proposal #19 transfers $250k to the Ukraine donation address. BIP18 is the name of this Ukraine proposal (instead of BIP19)<br><br>BIP18 proposal transaction:<br>https://etherscan.io/tx/0x3cb358d40647e178ee5be25c2e16726b90ff2c17d34b64e013d8cf1c2c358967<br><br>The attacker’s contract that was used to perform a flash loan:<br>https://etherscan.io/address/0x1c5dcdd006ea78a7e4783f9e6021c32935a10fb4<br><br>The transaction behind the flash loan:<br>https://etherscan.io/tx/0xcd314668aaa9bbfebaf1a0bd2b6553d01dd58899c508d4729fa7311dc5d33ad7<br><br>The flash loan was used to get:<br>- 350m DAI, 500m USDC and 150m USDT from Aave;<br>- 32m BEAN from Uniswap;<br>- 11.6M LUSD from SushiSwap.<br><br>These tokens were used to supplement the liquidity in Curve pools with BEAN for governance voting.<br><br>At first, the attacker minted 3CRV using DAI, USDC, and USDT. After, he generated the token BEAN3CRV-f using BEANS. This was followed by a deposit of 32 million $BEAN tokens and 25 million $LUSD into yet another contract to create a new token named BEAN3LUSD-f.<br><br>BEAN3CRV-f and BEAN3LUSD-f may be transformed straight into Seeds (a special type of asset called which acts like voting power in the system), providing the attacker with sufficient voting power. In reality, the attacker was able to manage more than 70% of the total number of Seeds thanks to the flash loan and $BEAN<br><br>The BIP18 triggers the execution of the designed code with the governance privilege to drain the pool fund:<br>https://etherscan.io/tx/0x68cdec0ac76454c3b0f7af0b8a3895db00adf6daaf3b50a99716858c4fa54c<br><br>During the attack transaction, 250,000 USDC was donated to the Ukraine Crypto Donation address.<br><br>$181 million was drained from Beanstalk, but the attacker only kept $76M, which were swapped on Ether and deposited into Tornado Cash mixer in a bunch of transactions:<br>https://bloxy.info/txs/transfers_from/0x1c5dcdd006ea78a7e4783f9e6021c32935a10fb4?currency_id=1</p>",2022-04-18,181000000,0,[1],Stablecoin,Flash Loan Attack,{'name': 'BEAN'}
3010,Rari Fuse,"<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><strong>Quick Summary</strong></p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">Seven of Rari's Fuse pools were drained due to re-entrancy attack. The total amount of losses is ~$80m.</p><p><br></p><p><strong>Details of the Exploit</strong></p><p><strong><span style=""font-weight:400;"">Rari enables the creation of so-called Fuse Pools permissionless lending pools that anyone with a wallet can access from anywhere to lend or borrow ERC-20 tokens.</span></strong></p><p>The attack drained Rari's pools while Rairy's pools were unaffected. Fei Rari uses a fork of the Compound code that doesn't follow the check-effect-interaction pattern which the attacker took advantage making a re-entrancy attack via CEther which uses call.value to send ETH.</p><p><br></p><p>Attack flow:</p><p>1) Attacker flash loaned 150m USDC and 50k WETH</p><p>2) Deposited 150m USDC as collateral into fUSDC-127 contract for loans. This contract is a fork of vulnerable smart-contract of Compound protocol.</p><p>3) The attacker borrows 1,977 ETH via <em>borrow()</em> function</p><p>4) As the <em>borrow()&nbsp;</em>function does not follow the check-effect-interaction pattern and transfers ETH to the attacker’s contract before updating the attacker’s borrow records.</p><p>5) As the attacker’s borrow record not updated, the attacker made a re-entrant call to <em>exitmarket()</em> that allows the attacker to withdraw his collateral.</p><p>The attacker repeated the following actions, repaid the flash loan, and kept the remaining profit for himself.</p><p><br></p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">Funds lost:</p><ul style=""margin-top:0;margin-bottom:0;padding-inline-start:48px;""><li><p>ETH - 6 037.81</p></li><li><p>FEI - 20 251 603.11</p></li><li><p>DAI - 14 278 990.68</p></li><li><p>LUSD - 1 948 952.18</p></li><li><p>USDC - 10 055 556.33</p></li><li><p>USDT - 132 959.90</p></li><li><p>RAI - 31 615.87</p></li><li><p>FRAX - 13 101 364.94</p></li><li><p>UST - 2 765 891</p></li></ul><p dir=""ltr"" style=""line-height:1.38;margin-top:12pt;margin-bottom:12pt;"">Total lost in USD: 79 749 026$</p><p dir=""ltr"" style=""line-height:1.38;margin-top:12pt;margin-bottom:12pt;""><strong>Update 22.09.2022:</strong></p><p dir=""ltr"" style=""line-height:1.38;margin-top:12pt;margin-bottom:12pt;"">Tribe DAO which is a conglomerate of Midas Capital, Rari Capital, Fei Protocol and Volt Protocol has passed an <span style='color: rgb(65, 65, 65); font-family: ""Open Sans"", sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>on-chain</span> vote with 99% consent to fully reimburse the $80m in losses victims suffered in the Rari capital exploit.</p><p><strong>Block Data Reference</strong></p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">Attacker Address: https://etherscan.io/address/0x6162759eDAd730152F0dF8115c698a42E666157F</p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">Attack transactions:&nbsp;</p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">ETH: https://etherscan.io/tx/0xab486012f21be741c9e674ffda227e30518e8a1e37a5f1d58d0b0d41f6e76530</p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">Arbitrum: https://arbiscan.io/tx/0x3212d091792f81f18a31aab753de6b3128d79dcb5e8392167249595f813203ef</p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">Attacker contracts:</p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">1) https://etherscan.io/address/0xE39f3C40966DF56c69AA508D8AD459E77B8a2bc1</p><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">2) https://etherscan.io/address/0x32075bad9050d4767018084f0cb87b3182d36c45</p>",2022-04-30,79749026,79749026,"[1, 5]",Borrowing and Lending,Reentrancy,{'name': None}
3283,Voyager,"<p><strong>Quick Summary</strong></p><p>Voyager crypto platform filed for bankruptcy, revealing it had more than 1,000,000,000 $USD in liabilities. The Voyager stock price dropped over 12% as filing for Chapter 11.</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>Voyager crypto platform filed for bankruptcy for Chapter 11. The platform had between 1,000,000,000 and 10,000,000,000 $USD in liabilities according to the filing. All operations on the platform were halted, after revealing it had 661,000,000 $USD exposure to Three Arrows Capital, a crypto hedge fund that failed to meet margin calls and eventually filed for bankruptcy as well. The Voyager stock plunged roughly 12%.</p>",2022-05-07,1000000000,0,[],CeFi,Other,{'name': None}
3058,Terra Classic,"<p><strong>Quick Summary</strong></p><p>A complex mixture of events and market dynamics cost the implosion of the $40b Terra (Classic) Network.&nbsp;</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>The Terra Luna Network was focused on its two native coins $LUNC and $USTC. $USTC was the algorithmic Stablecoin that was supposed to hold the peg to 1$ and $LUNC functioned as the satellite asset that absorbed $USTC’s volatility. This was achieved through a mint and burn functionality as well as by arbitrage which the former function inherently enabled.</p><p><br></p><p>$USTC rose to prominence in rapid fashion even surpassing $DAI in market cap. The Luna Foundation Group decided to start a new Curve4pool with $FRAX, $USTC, $USDC and $USDT as assets, excluding $DAI in an attempt to starve the most used StableCoin pool used by institutions the Curve3pool on the Ethereum network.</p><p><br></p><p>The migration of $USTC from the Curve3pool is the event that started the bankrun. In early May, the Luna Foundation Guard withdrew 250 million $USTC from the Curve3pool in preparation for the Curve4pool. Simultaneously, a handful of whales withdrew sizeable amounts from the anchor protocol, a crypto savings bank. The biggest wallet withdrew 347 million $USTC in total and bridged funds to the Curve3pool in order to swap for other assets. This movement of funds created an imbalance between $USTC and other Stablecoins in the pool, resulting in devaluation of $USTC on exchanges.</p><p><br></p><p>As a result of the tokenomics of $USTC and $LUNC the firesale of $USTC resulted in uncontrollable minting of the $LUNC token and a rapid fall in valuation. Additionally, the Terra network went down due to overload in transaction as market participants were panicking and trying to answer margin calls within the Anchor protocol. Eventually massive liquidations of collateral in the Anchor protocol would be incurred by investors.</p><p><br></p><p><strong>Block Data Reference</strong></p><p>Whale Addresses:</p><p>https://etherscan.io/address/0x8d47f08ebc5554504742f547eb721a43d4947d0a</p><p>https://etherscan.io/address/0x4b5e60cb1cd6c5e67af5e6cf63229d1614bb781c</p><p>https://etherscan.io/address/0x1df8ea15bb725e110118f031e8e71b91abaa2a06</p><p>https://etherscan.io/address/0xeb5425e650b04e49e5e8b62fbf1c3f60df01f232</p><p>https://etherscan.io/address/0x41339d9825963515e5705df8d3b0ea98105ebb1c</p><p>https://etherscan.io/address/0x68963dc7c28a36fcacb0b39ac2d807b0329b9c69</p><p>https://etherscan.io/address/0x9f705ff1da72ed334f0e80f90aae5644f5cd7784</p>",2022-05-08,40000000000,0,[22],Stablecoin,Other,"{'name': 'LUNC, USTC'}"
3040,Maiar DEX,"<p><strong>Quick Summary</strong></p><p>Maiar DEX was the victim of an attack by hackers who found and exploited a vulnerability in order to empty the reserves of the protocol. Due to this vulnerability, when a $WEGLD contract called a Maiar contract, it allowed Maiar to perform a token transfer in the context of the $WEGLD contract, the calling party. Maiar DEX was successfully recovered by the Elrond team, and user funds were not affected</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>The Maiar DEX protocol was attacked by hackers who took advantage of a vulnerability in the WEGLD contract to steal funds from the protocol on the Elrond network. The attacker's accounts were created almost simultaneously and tokens in the amount of 1.959 $EGLD were sent to each of them from Binance Hot Wallet:</p><p><br></p><p>Block Data Reference</p><p>1) https://explorer.elrond.com/transactions/ba7bcea55911973556c0c855a912c868e76a658792b62a6688c16a14c98a0102</p><p>2) https://explorer.elrond.com/transactions/27935d8bceaee5b179bddb1dcd9683a3c227055c8ac70b4bd5f3a40a2b5f6dd1</p><p>3) https://explorer.elrond.com/transactions/73f39d3edf0cf5f0893fa3a8175f614329960572e2843f6a21f60b5e1bf778f5</p><p><br></p><p>After the accounts were created and smart contracts as well, they called the withdraw() function and received a total of 1,650,000 $EGLD. The most important here is the wrat_egls_callback() function. This function enables the wrapping and unwrapping of the $EGLD token.</p><p><br></p><p>In the transaction below, it can be noticed that as the new smart contract sends a small amount of $EGLD to the wrapEgId() method and this method sends $WEDLD to the wrap_edId_callback() method of the new contract:</p><p style=""margin:0cm;background:white;"">https://explorer.elrond.com/transactions/848b5a96bd95d3537f2bb8cfc5c1ebc5ec580e72214dd75c85be718ae0bbf3fb#4159433916247dbdbfbbf31d8a4cc8ce14a3a86e5a5f7beb1cddcf5abc59b83e</p><p><br></p><p>Deploying the wrap_egId_callback() method, was found a call of the managedExecuteOnDestContextByCaller() method, which allows attacker to ""ask"" the victim's contract to send funds to any other address that the attacker indicates, which happened during the attack on Maiar DEX. The Elrond team paused the work of Maiar DEX, they also froze stablecoins so that the hacker would not be able to withdraw funds through the bridge to another network. Having connections with other major exchanges, they handed over a blacklist with addresses so that the fraudster would not be able to withdraw funds. The executeOnDestContextByCaller() function was removed to avoid a repeat attack. Then the team began to restore the liquidity pool by returning all funds and restoring the price of the token, based on the price indicated by Binance.</p><p><br></p><p>Block Data Reference</p><p>Attacker addresses:</p><p>1) https://explorer.elrond.com/accounts/erd1cura2qq8skel5fsxrpxyysjkaw6durengtkencrezkw78y6y2zhscf854j</p><p>2) https://explorer.elrond.com/accounts/erd1yrf9qeuqkcjeh5c4xn628mags7cse4r9ra2p2ggmlgfqq3l3v6pqxfu950</p><p>3) https://explorer.elrond.com/accounts/erd16syfkds2faezhqa7pn5n8fyjkst70l5qefpmc0r960467snlgycq4ww0rt</p><p><br></p><p>Contract addresses:</p><p>1) https://explorer.elrond.com/accounts/erd1qqqqqqqqqqqqqpgq85hhnppjcdamledp3usgkm3lm832jekw2zhsajjztn</p><p>2) https://explorer.elrond.com/accounts/erd1qqqqqqqqqqqqqpgqqucnpav4dguh4zf6nvd48l68k2nxhyu0v6pqqntgfs</p><p>3) https://explorer.elrond.com/accounts/erd1qqqqqqqqqqqqqpgqll7yerx6v67p0s8va0h09dgv7x30nlergycqt2qzmp</p><p><br></p><p>Contract deployment transaction by the attacker address (erd1...854j): https://explorer.elrond.com/transactions/9404479926078441d8fd8844ec4787c4c35c554628abdc7605c8084f49299352&nbsp;</p><p>Contract deployment transaction by the attacker address (erd1...u950): https://explorer.elrond.com/transactions/39c7aebfe5ebbe4bcc285ef5cc99869486705afa4ce94071c5aafc6124864fb7</p><p>Contract deployment transaction by the attacker address (erd1...ww0rt): https://explorer.elrond.com/accounts/erd1qqqqqqqqqqqqqpgqll7yerx6v67p0s8va0h09dgv7x30nlergycqt2qzmp</p><p><br></p><p>Transactions of theft of funds from the Maiar DEX:</p><p>400k EGLD: https://explorer.elrond.com/transactions/8b8c332577e5b8bdd4e13450ea92b7c6b0ca15399f1f0bb38fc215cfc3ddb490</p><p>450k EGLD: https://explorer.elrond.com/transactions/39998ab5c929fa67e95d0c64081697fc4207235dbfeaaff10fb2704a6c7716b6</p><p>800k EGLD: https://explorer.elrond.com/transactions/41effd8536376f3a2edba7074c02776edae94bb5b464485ac414847202eebbe2</p><p><br></p><p style=""margin:0cm;background:white;"">Recovered funds were send to one of Elrond addresses: https://explorer.elrond.com/accounts/erd1pml9k2tsqsnvtmmalglt2su0sn3cguvr8e8jq0gy69zw2ldcej2qapml9a</p>",2022-06-05,113000000,113000000,[],Exchange (DEX),Other,{'name': 'MEX'}
3052,Celsius Network,"<p><strong>Quick Summary</strong></p><p>Celcius Network filed Chapter 11 bankruptcy after a month of halting the services. The approximate budget hole reached 1,190,000,000 $USD.</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>Celsius is a centralized exchange and borrowing and earning protocol. Celsius Network filed for Chapter 11 bankruptcy on 13 July. The day after, it listed a 1,190,000,000 $USD deficit on its balance sheet. The liabilities of the Celcius reached 5,500,000,000 $USD when their assets were valued at 4,300,000,000 $USD. The project halted operations on the platform a month before an announcement, citing ""extreme market conditions"".</p>",2022-06-13,1190000000,0,[],"Borrowing and Lending,CeFi",Other,{'name': 'CEL'}
3062,Horizon by Harmony,"<p><strong>Quick Summary</strong></p><p>Harmony's Horizon Bridge was exploited by an attacker resulting in losses of roughly $100M. The bridge was secured by multisig wallet which needed 2 out of 5 wallets to confirm transaction. The hacker gained control over 2 wallets which enabled the attacker to drain the funds of the bridge and transfer said funds to his wallet.</p><p><br></p><p><strong>Details of the Exploit&nbsp;</strong></p><p>For yet unspecified reasons the attacker gained access over 2 of the 5 multisig wallets.</p><p>The attacker was able to enter and confirm transactions by himself. The exploit resulted in the loss of: ETH, USDC, WBTC, USDT, DAI, BUSD, AAG, FXS, SUSHI, AAVE, WETH, and FRAX. The ONE token was not affected by this attack.</p><p><br></p><p>For more context, bridges in DeFi are used to enable interoperability between blockchains. Through bridges a user of DeFi may pursue opportunities in an ecosystem that is not native to the coins or tokens a user is holding. For example through Harmony's Horizon Bridge a user holding $ETH on the Ethereum network could bridge $ETH over to the Harmony blockchain receiving newly minted wrapped $1ETH on a 1:1 ratio.&nbsp;</p><p><br></p><p>Since the funds on the bridge were seized by the attacker, the receipt was no longer backed by the collateral on a 1:1 ratio. The depreciation of the wrapped assets were felt by users in the form of massive slippages on dexes and other bridges as users tried to flee the Harmony Ecosystem.</p><p><br></p><p>Below a breakdown of the specific function used by the attacker.</p><p><br></p><p>1) The multisig owner called the <em>submitTransaction(),&nbsp;</em>then to confirm owner calls confirmTransaction() from the MultiSigWallet with the input transactionId 21106.</p><p>2) The executeTransaction() function has made an external call with input that will call the unlockEth() function in the Ethmanager contract. <span lang=""en""><span data-language-for-alternatives=""en"" data-language-to-translate-into=""ru"" data-number-of-phrases=""1"" data-phrase-index=""0"">The input specifies the amount, recipient, and receiptId to be passed to the unlockEth() function.</span></span></p><p>3) The following steps were repeated with different ids.</p><p><br></p><p><strong>Block Data Reference</strong></p><p>Attacker transactions:</p><p>640K BUSD: https://bscscan.com/tx/0x4ed7941394725e49e7423e56553901c4ce841792c70e87adeee282cd78500668</p><p>Link to attacker draining bridge for ERC20 tokens: https://etherscan.io/address/0x0d043128146654c7683fbf30ac98d7b2285ded00#tokentxns</p><p><br></p><p>Multisig wallet addresses that were compromised:</p><p>1) https://etherscan.io/address/0xf845a7ee8477ad1fb4446651e548901a2635a915</p><p>2) https://etherscan.io/address/0x812d8622c6f3c45959439e7ede3c580da06f8f25</p><p>These addresses confirmed the transaction with id 21108. It can be checked by this multisig wallet (https://etherscan.io/address/0x715CdDa5e9Ad30A0cEd14940F9997EE611496De6#readContract) in the <em>getConfirmations()&nbsp;</em>function.</p><p><br></p><p>Attacker addresses:</p><p>1) https://etherscan.io/address/0x0d043128146654c7683fbf30ac98d7b2285ded00</p><p>2) https://etherscan.io/address/0x58f4baccb411acef70a5f6dd174af7854fc48fa9</p><p>3) https://etherscan.io/address/0x9e91ae672e7f7330fc6b9bab9c259bd94cd08715</p><p>4) https://etherscan.io/address/0x1ec6f83b55c3f4cefc630442716872ba15f16430</p><p>5) https://etherscan.io/address/0x432a9cb4353bed67ec5351734d4a44c0826847ae</p><p>6) https://etherscan.io/address/0x4507ac1bdf4ae5e61ffcec3a9aeda312e2505970</p><p>7) https://etherscan.io/address/0x8a0858888beeb5d1435ecd3657831699f169c3f4</p><p><br></p><p>Victim addresses:</p><p>Harmony ETH Bridge: https://etherscan.io/address/0xf9fb1c508ff49f78b60d3a96dea99fa5d7f3a8a6</p><p>Harmony ERC20 Bridge: https://etherscan.io/address/0x2dCCDB493827E15a5dC8f8b72147E6c4A5620857</p><p>Harmony BUSD Bridge: https://etherscan.io/address/0xfd53b1b4af84d59b20bf2c20ca89a6beeaa2c628</p><p><br></p><p>Funds from the Harmony hack are being laundered via Tornado Cash mixing services. In total 42,000 ETH ~$44,7m have been laundered as the time of writing.</p>",2022-06-23,100000000,0,[1],Bridge,Access Control,{'name': 'ONE'}
